TF_	TF_information	target	Target_info	interaction_type
POU4F1	TF	HPSE	Tar	Unknown
POU4F1	TF	HSP90AA1	Tar	Activation
POU4F2	TF	CCND1	Tar	Activation
POU4F2	TF	HSP90AA1	Tar	Activation
POU5F1	TF	BMP4	Tar	Repression
POU5F1	TF	CDKN1A	Tar	Repression
POU5F1	TF	CDX2	Tar	Repression
POU5F1	TF	DDC	Tar	Unknown
POU5F1	TF	DKK1	Tar	Repression
POU5F1	TF	DLX5	Tar	Repression
POU5F1	TF	EOMES	Tar	Repression
POU5F1	TF	FGF4	Tar	Activation
POU5F1	TF	GADD45A	Tar	Unknown
POU5F1	TF	GATA6	Tar	Repression
POU5F1	TF	HLX	Tar	Repression
POU5F1	TF	ID2	Tar	Repression
POU5F1	TF	ITGA6	Tar	Activation
POU5F1	TF	L1TD1	Tar	Unknown
POU5F1	TF	LEFTY1	Tar	Activation
POU5F1	TF	NANOG	Tar	Activation
POU5F1	TF	NANOG	Tar	Unknown
POU5F1	TF	SEMA6A	Tar	Unknown
POU5F1	TF	SOX2	Tar	Activation
POU5F1	TF	SPP1	Tar	Activation
POU5F1	TF	TBXT	Tar	Repression
POU5F1	TF	TBX18	Tar	Repression
POU5F1	TF	TDGF1	Tar	Activation
POU5F1	TF	THY1	Tar	Activation
POU5F1	TF	ZFP42	Tar	Activation
PPARA	TF	ACADL	Tar	Unknown
PPARA	TF	ACOX1	Tar	Unknown
PPARA	TF	ACSL1	Tar	Repression
PPARA	TF	ANGPTL4	Tar	Activation
PPARA	TF	APOA4	Tar	Unknown
PPARA	TF	APOA5	Tar	Unknown
PPARA	TF	APOB	Tar	Activation
PPARA	TF	APOB	Tar	Repression
PPARA	TF	APOBR	Tar	Repression
PPARA	TF	APOC3	Tar	Repression
PPARA	TF	APOC3	Tar	Unknown
PPARA	TF	CD36	Tar	Unknown
PPARA	TF	CETP	Tar	Activation
PPARA	TF	CGB5	Tar	Unknown
PPARA	TF	CPT1A	Tar	Repression
PPARA	TF	CYP1A1	Tar	Activation
PPARA	TF	CYP2C9	Tar	Repression
PPARA	TF	FABP4	Tar	Unknown
PPARA	TF	G0S2	Tar	Unknown
PPARA	TF	HMOX1	Tar	Unknown
PPARA	TF	IGFBP1	Tar	Unknown
PPARA	TF	IL6	Tar	Unknown
PPARA	TF	IL6R	Tar	Repression
PPARA	TF	LPL	Tar	Activation
PPARA	TF	MLYCD	Tar	Unknown
PPARA	TF	MMP9	Tar	Repression
PPARA	TF	NFKBIA	Tar	Activation
PPARA	TF	NFKBIA	Tar	Unknown
PPARA	TF	PDK4	Tar	Activation
PPARA	TF	PLIN2	Tar	Repression
PPARA	TF	PTGS2	Tar	Activation
PPARA	TF	SERPINE1	Tar	Activation
PPARA	TF	SERPINE1	Tar	Unknown
PPARA	TF	SLC25A20	Tar	Unknown
PPARA	TF	SLC9A1	Tar	Unknown
PPARA	TF	SOD2	Tar	Unknown
PPARA	TF	SREBF2	Tar	Repression
PPARA	TF	STAT5A	Tar	Unknown
PPARA	TF	SULT2A1	Tar	Unknown
PPARA	TF	TUBA1B	Tar	Unknown
PPARA	TF	TXNIP	Tar	Repression
PPARA	TF	UCP1	Tar	Repression
PPARA	TF	UGT1A9	Tar	Activation
PPARD	TF	ANG	Tar	Repression
PPARD	TF	ANGPTL4	Tar	Repression
PPARD	TF	CAT	Tar	Activation
PPARD	TF	HSD11B2	Tar	Repression
PPARD	TF	LPL	Tar	Activation
PPARD	TF	PDK4	Tar	Activation
PPARD	TF	SAT1	Tar	Activation
PPARD	TF	SOD1	Tar	Activation
PPARD	TF	TIMP1	Tar	Activation
PPARD	TF	TXN	Tar	Activation
PPARG	TF	ABCG2	Tar	Activation
PPARG	TF	ACAT1	Tar	Activation
PPARG	TF	ADIPOQ	Tar	Activation
PPARG	TF	ADIPOQ	Tar	Unknown
PPARG	TF	AGER	Tar	Repression
PPARG	TF	ANGPTL4	Tar	Activation
PPARG	TF	ANGPTL4	Tar	Unknown
PPARG	TF	APOB	Tar	Repression
PPARG	TF	APOBR	Tar	Repression
PPARG	TF	ATP2A2	Tar	Unknown
PPARG	TF	BAD	Tar	Activation
PPARG	TF	BCL2	Tar	Activation
PPARG	TF	BCL2	Tar	Repression
PPARG	TF	BCL2L1	Tar	Repression
PPARG	TF	BRS3	Tar	Activation
PPARG	TF	CAT	Tar	Unknown
PPARG	TF	CAV1	Tar	Unknown
PPARG	TF	CCND1	Tar	Repression
PPARG	TF	CCNE1	Tar	Repression
PPARG	TF	CD36	Tar	Activation
PPARG	TF	CD36	Tar	Unknown
PPARG	TF	CD83	Tar	Activation
PPARG	TF	CDKN1A	Tar	Activation
PPARG	TF	CEBPA	Tar	Unknown
PPARG	TF	CFLAR	Tar	Repression
PPARG	TF	CIITA	Tar	Activation
PPARG	TF	CIITA	Tar	Repression
PPARG	TF	CLDN2	Tar	Unknown
PPARG	TF	CPT1B	Tar	Activation
PPARG	TF	CSF1	Tar	Repression
PPARG	TF	DBI	Tar	Unknown
PPARG	TF	DEFB103A	Tar	Unknown
PPARG	TF	EGFR	Tar	Repression
PPARG	TF	ERO1A	Tar	Activation
PPARG	TF	ERP44	Tar	Activation
PPARG	TF	ERP44	Tar	Repression
PPARG	TF	FABP4	Tar	Activation
PPARG	TF	FABP4	Tar	Unknown
PPARG	TF	FASLG	Tar	Activation
PPARG	TF	FGF1	Tar	Unknown
PPARG	TF	GDF15	Tar	Unknown
PPARG	TF	GK	Tar	Activation
PPARG	TF	HMOX1	Tar	Unknown
PPARG	TF	ICAM1	Tar	Repression
PPARG	TF	JAG1	Tar	Unknown
PPARG	TF	KLF4	Tar	Unknown
PPARG	TF	LIPE	Tar	Activation
PPARG	TF	MMP1	Tar	Unknown
PPARG	TF	MMP9	Tar	Repression
PPARG	TF	MYC	Tar	Repression
PPARG	TF	NOTCH4	Tar	Unknown
PPARG	TF	NR1H3	Tar	Unknown
PPARG	TF	PDK2	Tar	Repression
PPARG	TF	PLIN2	Tar	Activation
PPARG	TF	PLIN2	Tar	Unknown
PPARG	TF	POU2F1	Tar	Activation
PPARG	TF	PTEN	Tar	Activation
PPARG	TF	PTGS2	Tar	Activation
PPARG	TF	PTGS2	Tar	Repression
PPARG	TF	PTGS2	Tar	Unknown
PPARG	TF	RARB	Tar	Activation
PPARG	TF	REN	Tar	Repression
PPARG	TF	REN	Tar	Unknown
PPARG	TF	RETN	Tar	Activation
PPARG	TF	RETN	Tar	Unknown
PPARG	TF	SAT1	Tar	Activation
PPARG	TF	SAT1	Tar	Unknown
PPARG	TF	SERPINE1	Tar	Unknown
PPARG	TF	SLC2A4	Tar	Repression
PPARG	TF	SLC5A5	Tar	Activation
PPARG	TF	SLC9A1	Tar	Repression
PPARG	TF	SOCS7	Tar	Unknown
PPARG	TF	TG	Tar	Repression
PPARG	TF	TNFRSF11B	Tar	Unknown
PPARG	TF	TP53	Tar	Activation
PPARG	TF	TSHR	Tar	Repression
PPARG	TF	TXNIP	Tar	Unknown
PPARG	TF	UGT1A9	Tar	Activation
PPARG	TF	VLDLR	Tar	Activation
PPARGC1A	TF	ALDOB	Tar	Activation
PPARGC1A	TF	APOA5	Tar	Activation
PPARGC1A	TF	APOC3	Tar	Activation
PPARGC1A	TF	CYP2C9	Tar	Unknown
PPARGC1A	TF	CYP7A1	Tar	Activation
PPARGC1A	TF	MFN2	Tar	Activation
PPARGC1A	TF	MLYCD	Tar	Unknown
PPARGC1A	TF	OTC	Tar	Activation
PPARGC1A	TF	PCK2	Tar	Activation
PRDM1	TF	CIITA	Tar	Repression
PRDM1	TF	GCSAM	Tar	Repression
PRDM1	TF	LMO2	Tar	Repression
PRDM1	TF	MKI67	Tar	Unknown
PRDM1	TF	MYC	Tar	Repression
PRDM1	TF	PCNA	Tar	Unknown
PRDM14	TF	POU5F1	Tar	Activation
PRDM2	TF	KMT5A	Tar	Unknown
PREB	TF	CCL2	Tar	Unknown
PREB	TF	PRL	Tar	Unknown
PROX1	TF	AKT2	Tar	Repression
PROX1	TF	CCNE1	Tar	Activation
PROX1	TF	CDKN1B	Tar	Activation
PROX1	TF	CDKN1C	Tar	Activation
PROX1	TF	CYP7A1	Tar	Repression
PROX1	TF	IFNG	Tar	Repression
PROX1	TF	NR1I2	Tar	Repression
PROX1	TF	NR5A2	Tar	Repression
PROX1	TF	RGS4	Tar	Repression
PROX1	TF	SIX3	Tar	Activation
PROX1	TF	TWIST1	Tar	Repression
PTF1A	TF	CEL	Tar	Unknown
PTMA	TF	CDKN1A	Tar	Unknown
PTMA	TF	IDO1	Tar	Activation
PTMA	TF	IDO2	Tar	Activation
PTMA	TF	TLR9	Tar	Repression
PTTG1	TF	CCNB1	Tar	Activation
PTTG1	TF	CDC42	Tar	Activation
PTTG1	TF	CDK1	Tar	Activation
PTTG1	TF	DOCK1	Tar	Activation
PTTG1	TF	FGF2	Tar	Unknown
PTTG1	TF	ID3	Tar	Activation
PTTG1	TF	KDR	Tar	Activation
PTTG1	TF	LGALS1	Tar	Activation
PTTG1	TF	MYC	Tar	Activation
PTTG1	TF	MYC	Tar	Unknown
PTTG1	TF	PTTG1IP	Tar	Activation
PTTG1	TF	RAC1	Tar	Activation
PTTG1	TF	RHOA	Tar	Activation
PTTG1	TF	S100A4	Tar	Activation
PTTG1	TF	TIMP2	Tar	Repression
PTTG1	TF	VEGFA	Tar	Activation
PURA	TF	AR	Tar	Repression
PURA	TF	ERBB2	Tar	Unknown
PURA	TF	FAS	Tar	Repression
PURA	TF	PCNA	Tar	Repression
RAD51	TF	SP1	Tar	Activation
RARA	TF	ABCC3	Tar	Repression
RARA	TF	ANXA8	Tar	Repression
RARA	TF	CCNA1	Tar	Repression
RARA	TF	CDKN1A	Tar	Activation
RARA	TF	CRABP1	Tar	Activation
RARA	TF	CRH	Tar	Activation
RARA	TF	CXCR5	Tar	Activation
RARA	TF	CYP1A1	Tar	Unknown
RARA	TF	ETS1	Tar	Unknown
RARA	TF	FGFBP1	Tar	Activation
RARA	TF	GNRH2	Tar	Unknown
RARA	TF	HCK	Tar	Unknown
RARA	TF	HNF4A	Tar	Unknown
RARA	TF	HSD17B2	Tar	Activation
RARA	TF	HSD17B2	Tar	Unknown
RARA	TF	ICAM1	Tar	Activation
RARA	TF	MACROD1	Tar	Repression
RARA	TF	MAOB	Tar	Unknown
RARA	TF	MUC5AC	Tar	Repression
RARA	TF	NR1I3	Tar	Activation
RARA	TF	PLAU	Tar	Unknown
RARA	TF	PRKCA	Tar	Activation
RARA	TF	RARB	Tar	Activation
RARA	TF	RPTOR	Tar	Unknown
RARA	TF	SCD	Tar	Activation
RARA	TF	SFTPB	Tar	Unknown
RARA	TF	THBD	Tar	Activation
RARA	TF	THBD	Tar	Unknown
RARB	TF	ADH5	Tar	Unknown
RARB	TF	RARB	Tar	Activation
RARB	TF	THBD	Tar	Unknown
RARG	TF	BGLAP	Tar	Activation
RARG	TF	CYP19A1	Tar	Unknown
RARG	TF	ICAM1	Tar	Activation
RARG	TF	RARB	Tar	Unknown
RARG	TF	THBD	Tar	Unknown
RB1	TF	ATF2	Tar	Unknown
RB1	TF	BIRC5	Tar	Unknown
RB1	TF	BRCA1	Tar	Repression
RB1	TF	CDH1	Tar	Unknown
RB1	TF	CDK1	Tar	Unknown
RB1	TF	CDKN1A	Tar	Activation
RB1	TF	CDKN1A	Tar	Repression
RB1	TF	DDIT3	Tar	Unknown
RB1	TF	DHFR	Tar	Repression
RB1	TF	DNMT3A	Tar	Repression
RB1	TF	E2F1	Tar	Repression
RB1	TF	E2F1	Tar	Unknown
RB1	TF	E2F2	Tar	Repression
RB1	TF	E2F3	Tar	Repression
RB1	TF	EBNA1BP2	Tar	Activation
RB1	TF	ELF1	Tar	Unknown
RB1	TF	FGFR1	Tar	Repression
RB1	TF	FOS	Tar	Repression
RB1	TF	FOS	Tar	Unknown
RB1	TF	HBP1	Tar	Unknown
RB1	TF	IGF1	Tar	Unknown
RB1	TF	MAP3K5	Tar	Unknown
RB1	TF	MYC	Tar	Repression
RB1	TF	MYC	Tar	Unknown
RB1	TF	PCNA	Tar	Repression
RB1	TF	PPARG	Tar	Unknown
RB1	TF	RB1	Tar	Repression
RB1	TF	RBL1	Tar	Repression
RB1	TF	SFTPD	Tar	Activation
RB1	TF	SP1	Tar	Unknown
RB1	TF	TFDP1	Tar	Repression
RB1	TF	TGFBI	Tar	Unknown
RB1	TF	TP53BP2	Tar	Unknown
RB1	TF	VEGFA	Tar	Activation
RB1	TF	WRN	Tar	Unknown
RB1CC1	TF	CDKN2A	Tar	Unknown
RB1CC1	TF	RB1	Tar	Activation
RB1CC1	TF	RB1	Tar	Unknown
RBBP7	TF	CDH1	Tar	Repression
RBL1	TF	BRCA1	Tar	Repression
RBL1	TF	CCNA2	Tar	Repression
RBL1	TF	HIST1H2AE	Tar	Repression
RBL1	TF	MYC	Tar	Unknown
RBL1	TF	TFDP1	Tar	Repression
RBL2	TF	BRCA1	Tar	Repression
RBL2	TF	DNMT3B	Tar	Repression
RBL2	TF	E2F4	Tar	Unknown
RBL2	TF	RAD51	Tar	Repression
RBMX	TF	EGR1	Tar	Repression
RBMX	TF	FOS	Tar	Repression
RBMX	TF	FOSL1	Tar	Repression
RBMX	TF	JUNB	Tar	Repression
RBMX	TF	JUND	Tar	Repression
RBMX	TF	KIT	Tar	Repression
RBMX	TF	ROS1	Tar	Repression
RBMX	TF	TXNIP	Tar	Activation
RBPJ	TF	CR2	Tar	Unknown
RBPJ	TF	IL6	Tar	Activation
RBPJ	TF	IL6	Tar	Unknown
RBPJ	TF	NFKB1	Tar	Unknown
RBPJ	TF	PTEN	Tar	Repression
REL	TF	BCL2A1	Tar	Activation
REL	TF	BIRC3	Tar	Activation
REL	TF	CCL2	Tar	Activation
REL	TF	CCL5	Tar	Unknown
REL	TF	CD40LG	Tar	Unknown
REL	TF	CDKN1A	Tar	Activation
REL	TF	CRP	Tar	Unknown
REL	TF	CSRP1	Tar	Activation
REL	TF	EPHB2	Tar	Repression
REL	TF	F3	Tar	Unknown
REL	TF	ICAM1	Tar	Unknown
REL	TF	IER3	Tar	Unknown
REL	TF	IL10	Tar	Unknown
REL	TF	IL12B	Tar	Unknown
REL	TF	IL1B	Tar	Activation
REL	TF	IL2	Tar	Unknown
REL	TF	IL2RA	Tar	Activation
REL	TF	IL6	Tar	Repression
REL	TF	KLK3	Tar	Unknown
REL	TF	SELE	Tar	Activation
REL	TF	SOD2	Tar	Activation
REL	TF	TNFAIP3	Tar	Activation
RELA	TF	ABCA1	Tar	Repression
RELA	TF	ABCB1	Tar	Activation
RELA	TF	ABCB1	Tar	Unknown
RELA	TF	ABCG2	Tar	Activation
RELA	TF	ADORA1	Tar	Activation
RELA	TF	ADORA2A	Tar	Unknown
RELA	TF	ADORA3	Tar	Unknown
RELA	TF	AGER	Tar	Activation
RELA	TF	AGT	Tar	Unknown
RELA	TF	AKT1	Tar	Repression
RELA	TF	AKT2	Tar	Repression
RELA	TF	ALOX5	Tar	Repression
RELA	TF	ALOX5AP	Tar	Unknown
RELA	TF	AMH	Tar	Activation
RELA	TF	AR	Tar	Repression
RELA	TF	AR	Tar	Unknown
RELA	TF	BACE1	Tar	Repression
RELA	TF	BAD	Tar	Activation
RELA	TF	BAX	Tar	Repression
RELA	TF	BAX	Tar	Unknown
RELA	TF	BCL2	Tar	Activation
RELA	TF	BCL2	Tar	Repression
RELA	TF	BCL2	Tar	Unknown
RELA	TF	BCL2A1	Tar	Activation
RELA	TF	BCL2A1	Tar	Unknown
RELA	TF	BCL2L1	Tar	Activation
RELA	TF	BCL2L1	Tar	Repression
RELA	TF	BCL2L1	Tar	Unknown
RELA	TF	BCL2L11	Tar	Repression
RELA	TF	BCL3	Tar	Activation
RELA	TF	BDKRB1	Tar	Unknown
RELA	TF	BGN	Tar	Activation
RELA	TF	BHMT	Tar	Repression
RELA	TF	BIRC2	Tar	Activation
RELA	TF	BIRC2	Tar	Repression
RELA	TF	BIRC2	Tar	Unknown
RELA	TF	BIRC3	Tar	Activation
RELA	TF	BIRC3	Tar	Repression
RELA	TF	BIRC3	Tar	Unknown
RELA	TF	BIRC5	Tar	Activation
RELA	TF	BIRC5	Tar	Unknown
RELA	TF	BMP2	Tar	Activation
RELA	TF	BRCA2	Tar	Activation
RELA	TF	BTG2	Tar	Unknown
RELA	TF	BTS1	Tar	Unknown
RELA	TF	CARD8	Tar	Unknown
RELA	TF	CARM1	Tar	Unknown
RELA	TF	CASP3	Tar	Unknown
RELA	TF	CASP9	Tar	Unknown
RELA	TF	CCK	Tar	Unknown
RELA	TF	CCL11	Tar	Activation
RELA	TF	CCL11	Tar	Unknown
RELA	TF	CCL13	Tar	Unknown
RELA	TF	CCL19	Tar	Unknown
RELA	TF	CCL2	Tar	Activation
RELA	TF	CCL2	Tar	Unknown
RELA	TF	CCL20	Tar	Activation
RELA	TF	CCL20	Tar	Unknown
RELA	TF	CCL22	Tar	Activation
RELA	TF	CCL3	Tar	Activation
RELA	TF	CCL3	Tar	Unknown
RELA	TF	CCL4	Tar	Unknown
RELA	TF	CCL5	Tar	Activation
RELA	TF	CCL5	Tar	Unknown
RELA	TF	CCNB1	Tar	Activation
RELA	TF	CCNB1	Tar	Unknown
RELA	TF	CCND1	Tar	Activation
RELA	TF	CCND1	Tar	Repression
RELA	TF	CCND1	Tar	Unknown
RELA	TF	CCND2	Tar	Activation
RELA	TF	CCR2	Tar	Activation
RELA	TF	CCR3	Tar	Activation
RELA	TF	CCR5	Tar	Unknown
RELA	TF	CCR7	Tar	Activation
RELA	TF	CCR7	Tar	Unknown
RELA	TF	CD28	Tar	Unknown
RELA	TF	CD38	Tar	Unknown
RELA	TF	CD40	Tar	Activation
RELA	TF	CD40	Tar	Unknown
RELA	TF	CD40LG	Tar	Unknown
RELA	TF	CD58	Tar	Activation
RELA	TF	CD69	Tar	Unknown
RELA	TF	CD74	Tar	Unknown
RELA	TF	CD80	Tar	Activation
RELA	TF	CD83	Tar	Activation
RELA	TF	CD86	Tar	Activation
RELA	TF	CD86	Tar	Unknown
RELA	TF	CDH1	Tar	Activation
RELA	TF	CDK4	Tar	Activation
RELA	TF	CDK6	Tar	Activation
RELA	TF	CDKN1A	Tar	Activation
RELA	TF	CDKN1A	Tar	Repression
RELA	TF	CEACAM1	Tar	Activation
RELA	TF	CFI	Tar	Activation
RELA	TF	CFLAR	Tar	Activation
RELA	TF	CFLAR	Tar	Repression
RELA	TF	CFLAR	Tar	Unknown
RELA	TF	CFTR	Tar	Activation
RELA	TF	COL1A1	Tar	Unknown
RELA	TF	COL1A2	Tar	Repression
RELA	TF	COL2A1	Tar	Repression
RELA	TF	COL7A1	Tar	Unknown
RELA	TF	COX1	Tar	Unknown
RELA	TF	CR2	Tar	Unknown
RELA	TF	CREB3	Tar	Unknown
RELA	TF	CRHR1	Tar	Activation
RELA	TF	CRP	Tar	Activation
RELA	TF	CRP	Tar	Unknown
RELA	TF	CSF1	Tar	Activation
RELA	TF	CSF1	Tar	Unknown
RELA	TF	CSF2	Tar	Unknown
RELA	TF	CSNK2A1	Tar	Unknown
RELA	TF	CTSB	Tar	Activation
RELA	TF	CXCL1	Tar	Activation
RELA	TF	CXCL1	Tar	Unknown
RELA	TF	CXCL10	Tar	Activation
RELA	TF	CXCL10	Tar	Unknown
RELA	TF	CXCL12	Tar	Activation
RELA	TF	CXCL2	Tar	Unknown
RELA	TF	CXCL5	Tar	Unknown
RELA	TF	CXCL8	Tar	Activation
RELA	TF	CXCL8	Tar	Repression
RELA	TF	CXCL8	Tar	Unknown
RELA	TF	CXCR2	Tar	Activation
RELA	TF	CXCR2	Tar	Unknown
RELA	TF	CXCR4	Tar	Activation
RELA	TF	CXCR4	Tar	Unknown
RELA	TF	CYP19A1	Tar	Repression
RELA	TF	CYP1A1	Tar	Unknown
RELA	TF	CYP27B1	Tar	Unknown
RELA	TF	CYP2E1	Tar	Unknown
RELA	TF	CYP3A4	Tar	Unknown
RELA	TF	CYP3A7	Tar	Unknown
RELA	TF	DEFB4A	Tar	Unknown
RELA	TF	DRD2	Tar	Unknown
RELA	TF	E2F1	Tar	Unknown
RELA	TF	EBI3	Tar	Activation
RELA	TF	EDN1	Tar	Unknown
RELA	TF	EGFR	Tar	Activation
RELA	TF	EGR1	Tar	Repression
RELA	TF	ELF3	Tar	Unknown
RELA	TF	EPAS1	Tar	Activation
RELA	TF	EPCAM	Tar	Repression
RELA	TF	ERAP1	Tar	Unknown
RELA	TF	ERAP2	Tar	Unknown
RELA	TF	F3	Tar	Unknown
RELA	TF	F8	Tar	Unknown
RELA	TF	FAF1	Tar	Activation
RELA	TF	FAS	Tar	Activation
RELA	TF	FAS	Tar	Repression
RELA	TF	FAS	Tar	Unknown
RELA	TF	FASLG	Tar	Activation
RELA	TF	FASLG	Tar	Unknown
RELA	TF	FBP1	Tar	Unknown
RELA	TF	FGF7	Tar	Unknown
RELA	TF	FGF8	Tar	Activation
RELA	TF	VEGFD	Tar	Activation
RELA	TF	FLT4	Tar	Activation
RELA	TF	FN1	Tar	Activation
RELA	TF	FN1	Tar	Unknown
RELA	TF	FOXO3	Tar	Unknown
RELA	TF	FOXP3	Tar	Activation
RELA	TF	FOXP3	Tar	Unknown
RELA	TF	GADD45G	Tar	Unknown
RELA	TF	GATA3	Tar	Activation
RELA	TF	GCLC	Tar	Unknown
RELA	TF	GFAP	Tar	Activation
RELA	TF	GFAP	Tar	Unknown
RELA	TF	GKN2	Tar	Repression
RELA	TF	GNRH2	Tar	Repression
RELA	TF	GRIN1	Tar	Unknown
RELA	TF	GSK3A	Tar	Unknown
RELA	TF	GSTP1	Tar	Activation
RELA	TF	GTF2B	Tar	Activation
RELA	TF	HBEGF	Tar	Activation
RELA	TF	HDAC1	Tar	Unknown
RELA	TF	HDAC7	Tar	Unknown
RELA	TF	HES1	Tar	Unknown
RELA	TF	HIF1A	Tar	Unknown
RELA	TF	HLA-A	Tar	Activation
RELA	TF	HLA-F	Tar	Unknown
RELA	TF	HMOX1	Tar	Unknown
RELA	TF	HPSE	Tar	Activation
RELA	TF	HSD11B2	Tar	Activation
RELA	TF	HYAL1	Tar	Activation
RELA	TF	ICAM1	Tar	Activation
RELA	TF	ICAM1	Tar	Unknown
RELA	TF	IER3	Tar	Unknown
RELA	TF	IFNA1	Tar	Activation
RELA	TF	IFNA1	Tar	Unknown
RELA	TF	IFNB1	Tar	Activation
RELA	TF	IFNB1	Tar	Unknown
RELA	TF	IFNG	Tar	Activation
RELA	TF	IFNG	Tar	Unknown
RELA	TF	IGF2BP2	Tar	Unknown
RELA	TF	IL10	Tar	Activation
RELA	TF	IL12A	Tar	Activation
RELA	TF	IL12B	Tar	Activation
RELA	TF	IL12B	Tar	Unknown
RELA	TF	IL17A	Tar	Unknown
RELA	TF	IL17C	Tar	Activation
RELA	TF	IL18	Tar	Activation
RELA	TF	IL18	Tar	Unknown
RELA	TF	IL1A	Tar	Repression
RELA	TF	IL1B	Tar	Activation
RELA	TF	IL1B	Tar	Unknown
RELA	TF	IL1RN	Tar	Activation
RELA	TF	IL2	Tar	Activation
RELA	TF	IL2	Tar	Unknown
RELA	TF	IL23A	Tar	Activation
RELA	TF	IL23A	Tar	Unknown
RELA	TF	IL2RA	Tar	Unknown
RELA	TF	IL4	Tar	Unknown
RELA	TF	IL6	Tar	Activation
RELA	TF	IL6	Tar	Repression
RELA	TF	IL6	Tar	Unknown
RELA	TF	IRF1	Tar	Activation
RELA	TF	IRF1	Tar	Unknown
RELA	TF	IRF4	Tar	Activation
RELA	TF	IRF7	Tar	Activation
RELA	TF	IRF7	Tar	Unknown
RELA	TF	ITGAX	Tar	Unknown
RELA	TF	JUNB	Tar	Activation
RELA	TF	KDM2A	Tar	Unknown
RELA	TF	KLK3	Tar	Repression
RELA	TF	LCN2	Tar	Activation
RELA	TF	LCN2	Tar	Unknown
RELA	TF	LIPE	Tar	Activation
RELA	TF	LPL	Tar	Activation
RELA	TF	LTC4S	Tar	Repression
RELA	TF	MADCAM1	Tar	Unknown
RELA	TF	MAT2A	Tar	Activation
RELA	TF	MCL1	Tar	Activation
RELA	TF	MCL1	Tar	Repression
RELA	TF	MCL1	Tar	Unknown
RELA	TF	MGMT	Tar	Unknown
RELA	TF	MICA	Tar	Unknown
RELA	TF	MIF	Tar	Unknown
RELA	TF	MMP1	Tar	Activation
RELA	TF	MMP1	Tar	Unknown
RELA	TF	MMP12	Tar	Activation
RELA	TF	MMP13	Tar	Activation
RELA	TF	MMP14	Tar	Activation
RELA	TF	MMP2	Tar	Activation
RELA	TF	MMP3	Tar	Unknown
RELA	TF	MMP9	Tar	Activation
RELA	TF	MMP9	Tar	Repression
RELA	TF	MMP9	Tar	Unknown
RELA	TF	MUC17	Tar	Unknown
RELA	TF	MUC2	Tar	Activation
RELA	TF	MUC5AC	Tar	Unknown
RELA	TF	MUC5B	Tar	Unknown
RELA	TF	MUC6	Tar	Unknown
RELA	TF	MYC	Tar	Activation
RELA	TF	MYC	Tar	Repression
RELA	TF	MYC	Tar	Unknown
RELA	TF	NAMPT	Tar	Activation
RELA	TF	NCAM1	Tar	Activation
RELA	TF	NCOR1	Tar	Unknown
RELA	TF	NCOR2	Tar	Unknown
RELA	TF	NFKB1	Tar	Activation
RELA	TF	NFKB1	Tar	Unknown
RELA	TF	NFKBIA	Tar	Activation
RELA	TF	NFKBIA	Tar	Repression
RELA	TF	NFKBIA	Tar	Unknown
RELA	TF	NFKBIZ	Tar	Unknown
RELA	TF	NLRP2	Tar	Activation
RELA	TF	NOLC1	Tar	Activation
RELA	TF	NOS1	Tar	Activation
RELA	TF	NOS2	Tar	Activation
RELA	TF	NOS2	Tar	Unknown
RELA	TF	NOS3	Tar	Activation
RELA	TF	NOX4	Tar	Activation
RELA	TF	NOX5	Tar	Activation
RELA	TF	NPPB	Tar	Unknown
RELA	TF	NRF1	Tar	Unknown
RELA	TF	OLFM4	Tar	Unknown
RELA	TF	OLR1	Tar	Unknown
RELA	TF	OPTN	Tar	Activation
RELA	TF	OXTR	Tar	Activation
RELA	TF	PCK2	Tar	Repression
RELA	TF	PCYT2	Tar	Unknown
RELA	TF	PDK4	Tar	Repression
RELA	TF	PGR	Tar	Repression
RELA	TF	PIGR	Tar	Unknown
RELA	TF	PLA2G2A	Tar	Unknown
RELA	TF	PLAU	Tar	Activation
RELA	TF	PLAUR	Tar	Activation
RELA	TF	PLAUR	Tar	Unknown
RELA	TF	PLIN1	Tar	Activation
RELA	TF	POU2F2	Tar	Unknown
RELA	TF	PPARA	Tar	Unknown
RELA	TF	PPARD	Tar	Repression
RELA	TF	PPIG	Tar	Unknown
RELA	TF	PROX1	Tar	Activation
RELA	TF	PSMB10	Tar	Unknown
RELA	TF	PSMB9	Tar	Unknown
RELA	TF	PTAFR	Tar	Activation
RELA	TF	PTEN	Tar	Activation
RELA	TF	PTEN	Tar	Repression
RELA	TF	PTGER4	Tar	Unknown
RELA	TF	PTGES	Tar	Activation
RELA	TF	PTGFR	Tar	Unknown
RELA	TF	PTGS2	Tar	Activation
RELA	TF	PTGS2	Tar	Repression
RELA	TF	PTGS2	Tar	Unknown
RELA	TF	PTHLH	Tar	Activation
RELA	TF	PTPN13	Tar	Unknown
RELA	TF	PTPN6	Tar	Unknown
RELA	TF	REPS2	Tar	Repression
RELA	TF	RGS4	Tar	Activation
RELA	TF	RIPK2	Tar	Activation
RELA	TF	S100A6	Tar	Activation
RELA	TF	SAA1	Tar	Unknown
RELA	TF	SAA2	Tar	Activation
RELA	TF	SDC1	Tar	Activation
RELA	TF	SELE	Tar	Activation
RELA	TF	SELE	Tar	Unknown
RELA	TF	SERPINA3	Tar	Repression
RELA	TF	SERPINB1	Tar	Activation
RELA	TF	SERPINE1	Tar	Activation
